ISIC4_국제표준산업분류,ISIC4_분류명,KSIC10_한국표준산업분류,KSIC10_분류명,HS2017_관세통계통합품목분류,HS2017_분류명
,,,,903033,기타(기록장치가 없는 것으로 한정한다)
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27212,"전자기 측정, 시험 및 분석기구 제조업",903040,전기통신용으로 특별히 설계된 그 밖의 기기[예: 누화계(cross-talk meter)ㆍ게인측정계(gain measuring instrument)ㆍ만곡률계(distortion factor meter)ㆍ잡음전압계(psophometer)]
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27212,"전자기 측정, 시험 및 분석기구 제조업",903032,기록장치를 갖춘 멀티미터
,,,,903039,기타(기록장치를 갖춘 것으로 한정한다)
,,,,903082,반도체 웨이퍼나 소자의 측정용이나 검사용
,,,,903084,기타(기록장치를 갖춘 것으로 한정한다)
,,,,903089,기타
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27213,"물질 검사, 측정 및 분석기구 제조업",902511,액체를 넣은 것(직시식으로 한정한다)
,,,,902519,기타
,,,,902580,그 밖의 기기
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27213,"물질 검사, 측정 및 분석기구 제조업",902610,액체의 유량이나 액면의 측정용ㆍ검사용
,,,,902620,압력의 측정용ㆍ검사용
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27213,"물질 검사, 측정 및 분석기구 제조업",902680,그 밖의 기기
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27213,"물질 검사, 측정 및 분석기구 제조업",902710,가스나 매연 분석용 기기
,,,,902720,크로마토그래프와 전기영동 장치
,,,,902730,분광계ㆍ분광광도계ㆍ분광사진기(자외선ㆍ가시광선ㆍ적외선을 사용하는 것으로 한정한다)
,,,,902750,그 밖의 기기(자외선ㆍ가시광선ㆍ적외선을 사용하는 것으로 한정한다)
,,,,902780,그 밖의 기기
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27219,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",901210,광학현미경 외의 현미경과 회절기기(diffraction apparatus)
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27213,"물질 검사, 측정 및 분석기구 제조업",902410,금속재료 시험기기
,,,,902480,그 밖의 기기
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27214,속도계 및 적산계기 제조업,902810,기체용 계기
,,,,902820,액체용 계기
,,,,902830,전기용 계기
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27214,속도계 및 적산계기 제조업,902910,적산(積算)회전계ㆍ생산량계ㆍ택시미터ㆍ주행거리계ㆍ보수계와 이와 유사한 계기
,,,,902920,"속도계와 회전속도계, 스트로보스코프(stroboscope)"
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27215,기기용 자동측정 및 제어장치 제조업,903281,액압식이나 공기식
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",26295,전자 감지장치 제조업,902490,부분품과 부속품
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27213,"물질 검사, 측정 및 분석기구 제조업",903110,균형시험기
,,27215,기기용 자동측정 및 제어장치 제조업,903120,테스트벤치(Test bench)
,,,,903141,반도체 웨이퍼와 소자 검사용이나 반도체 소자 제조에 사용되는 포토마스크(photomask)나 레티클(reticle) 검사용
,,,,903149,기타
,,,,903180,그 밖의 기기
,,,,903210,온도 자동조절용 기기
,,,,903220,매노우스타트(manostat)
,,,,903289,기타
2651,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업",27211,"레이더, 항행용 무선 기기 및 측량기구 제조업",901290,부분품과 부속품
,,27213,"물질 검사, 측정 및 분석기구 제조업",901490,부분품과 부속품
,,27214,속도계 및 적산계기 제조업,901590,부분품과 부속품
,,27215,기기용 자동측정 및 제어장치 제조업,901790,부분품과 부속품
,,27219,"기타 측정, 시험, 항해, 제어 및 정밀기기 제조업",902490,부분품과 부속품
,,,,902590,부분품과 부속품
,,,,902690,부분품과 부속품
,,,,902790,마이크로톰(microtome)과 이 호의 부분품과 부속품
,,,,902890,부분품과 부속품
,,,,902990,부분품과 부속품
,,,,903090,부분품과 부속품
,,,,903190,부분품과 부속품
,,,,903290,부분품과 부속품
,,,,903300,제90류의 기계ㆍ기기ㆍ장치ㆍ장비용 부분품과 부속품(이 류에 따로 분류되지 않은 것으로 한정한다)
2670,광학 기기 및 사진 장비 제조업,27301,광학렌즈 및 광학요소 제조업,900130,콘택트렌즈
2731,광섬유 케이블 제조업,,,900140,유리로 만든 안경렌즈
,,,,900150,그 밖의 재료로 만든 안경렌즈
2670,광학 기기 및 사진 장비 제조업,27301,광학렌즈 및 광학요소 제조업,900120,편광재료(polarizing material)로 만든 판
2731,광섬유 케이블 제조업,,,900190,기타
,,,,900219,기타
,,,,900220,필터
,,,,900290,기타
2670,광학 기기 및 사진 장비 제조업,28301,광섬유 케이블 제조업,900110,광섬유ㆍ광섬유 다발과 광섬유 케이블
2731,광섬유 케이블 제조업,,,,
3250,의료 및 치과용 기기 및 용품 제조업,27193,안경 및 안경렌즈 제조업,900410,선글라스
,,,,900490,기타
3250,의료 및 치과용 기기 및 용품 제조업,27193,안경 및 안경렌즈 제조업,900311,플라스틱으로 만든 것
,,,,900319,그 밖의 재료로 만든 것
2670,광학 기기 및 사진 장비 제조업,27309,기타 광학기기 제조업,900510,쌍안경
,,,,900580,그 밖의 기기
,,,,901110,입체현미경
,,,,901120,그 밖의 현미경(마이크로 사진용ㆍ마이크로 영화촬영용ㆍ마이크로 영사용으로 한정한다)
,,,,901180,그 밖의 현미경
2610,전자 부품 및 기판 제조업,26211,액정 표시장치 제조업,901380,그 밖의 기기
2670,광학 기기 및 사진 장비 제조업,27309,기타 광학기기 제조업,,
2610,전자 부품 및 기판 제조업,26211,액정 표시장치 제조업,901310,"무기용 망원조준기, 잠망경, 이 류나 제16부의 기기 부분품용 망원경"
2670,광학 기기 및 사진 장비 제조업,27309,기타 광학기기 제조업,901320,레이저기기[레이저 다이오드(laser diode)는 제외한다]
,,,,901380,그 밖의 기기
2670,광학 기기 및 사진 장비 제조업,27302,"사진기, 영사기 및 관련장비 제조업",900211,카메라용ㆍ영사기용ㆍ사진 확대기용ㆍ사진 축소기용
2670,광학 기기 및 사진 장비 제조업,27302,"사진기, 영사기 및 관련장비 제조업",900630,수중촬영용ㆍ공중측량용ㆍ장기(臟器)의 내과나 외과 검사용으로 특별히 설계된 사진기와 법정비교용 사진기
,,,,900640,즉석인화 사진기
,,,,900651,렌즈를 통하여 볼 수 있는 뷰파인더(viewfinder)[싱글렌즈리플렉스(SLR)]를 갖춘 것(폭이 35밀리미터 이하인 롤필름용으로 한정한다)
,,,,900652,기타(폭이 35밀리미터 미만인 롤필름용으로 한정한다)
,,,,900653,기타(폭이 35밀리미터인 롤필름용으로 한정한다)
,,,,900659,기타
,,,,900710,촬영기
2670,광학 기기 및 사진 장비 제조업,27302,"사진기, 영사기 및 관련장비 제조업",900720,영사기
2670,광학 기기 및 사진 장비 제조업,27302,"사진기, 영사기 및 관련장비 제조업",900661,섬광기구(전자식 방전램프를 사용한 것으로 한정한다)
,,,,900669,기타
,,,,900850,"프로젝터, 확대기와 축소기"
,,,,901010,"롤 모양인 사진용(영화용을 포함한다) 필름이나 감광지를 자동현상하는 기기, 현상된 필름을 사진용 감광지에 자동노출시키는 기기"
,,,,901050,사진(영화를 포함한다) 현상실(現像室)용의 그 밖의 기기와 네가토스코프(negatoscope)
,,,,901060,영사용 스크린
2029,그외 기타분류안된 화학제품 제조업,20491,감광재료 및 관련 화학제품 제조업,370110,엑스선용
,,,,370120,인스턴트 프린트필름
,,,,370130,그 밖의 플레이트와 필름(각 변의 길이가 255밀리미터를 초과하는 것으로 한정한다)
,,,,370191,천연색 사진용(폴리크롬)
,,,,370199,기타
,,,,370210,엑스선용
,,,,370231,천연색 사진용(폴리크롬)
,,,,370232,기타[할로겐화은 에멀션(emulsion)으로 된 것으로 한정한다]
,,,,370239,기타
,,,,370241,"폭이 610밀리미터를 초과하고, 길이가 200미터를 초과하는 것으로서 천연색 사진용의 것(폴리크롬)"
,,,,370242,"폭이 610밀리미터를 초과하고, 길이가 200미터를 초과하는 것(천연색 사진용은 제외한다)"
,,,,370243,"폭이 610밀리미터를 초과하고, 길이가 200미터 이하인 것"
,,,,370244,폭이 105밀리미터 초과 610밀리미터 이하인 것
,,,,370252,폭이 16밀리미터 이하인 것
,,,,370253,폭이 16밀리미터 초과 35밀리미터 이하로서 길이가 30미터 이하인 것(슬라이드용으로 한정한다)
,,,,370254,폭이 16밀리미터 초과 35밀리미터 이하로서 길이가 30미터 이하인 것(슬라이드용은 제외한다)
,,,,370255,폭이 16밀리미터 초과 35밀리미터 이하로서 길이가 30미터를 초과하는 것
,,,,370256,폭이 35밀리미터를 초과하는 것
,,,,370296,폭이 35밀리미터 이하로서 길이가 30미터 이하인 것
,,,,370297,폭이 35밀리미터 이하로서 길이가 30미터를 초과하는 것
,,,,370298,폭이 35밀리미터를 초과하는 것
,,,,370310,롤 모양(폭이 610밀리미터를 초과하는 것으로 한정한다)
,,,,370320,기타[천연색 사진용(폴리크롬)으로 한정한다]
,,,,370390,기타
2029,그외 기타분류안된 화학제품 제조업,20491,감광재료 및 관련 화학제품 제조업,370710,감광유제
,,,,370790,기타
2670,광학 기기 및 사진 장비 제조업,27309,기타 광학기기 제조업,900590,부분품과 부속품(장착구를 포함한다)
,,,,901190,부분품과 부속품
3250,의료 및 치과용 기기 및 용품 제조업,27193,안경 및 안경렌즈 제조업,900390,부분품
2670,광학 기기 및 사진 장비 제조업,27302,"사진기, 영사기 및 관련장비 제조업",900691,카메라용
,,,,900699,기타
,,,,900791,촬영기용
,,,,900792,영사기용
,,,,900890,부분품과 부속품
,,,,901090,부분품과 부속품
2610,전자 부품 및 기판 제조업,26211,액정 표시장치 제조업,901390,부분품과 부속품
2652,시계 제조업,27400,시계 및 시계부품 제조업,910111,기계식 표시부만을 갖춘 것
,,,,910119,기타
,,,,910121,자동권(自動捲)식
,,,,910129,기타
,,,,910191,전기구동식
,,,,910199,기타
,,,,910211,기계식 표시부만을 갖춘 것
,,,,910212,광전자식 표시부만을 갖춘 것
,,,,910219,기타
,,,,910221,자동권(自動捲)식
,,,,910229,기타
,,,,910291,전기구동식
,,,,910299,기타
2652,시계 제조업,27400,시계 및 시계부품 제조업,910310,전기구동식
,,,,910390,기타
,,,,910400,차량용ㆍ항공기용ㆍ우주선용ㆍ선박용 계기반 클록(clock)과 이와 유사한 클록(clock)
,,,,910511,전기구동식
,,,,910519,기타
,,,,910521,전기구동식
,,,,910529,기타
,,,,910591,전기구동식
,,,,910599,기타
2652,시계 제조업,27400,시계 및 시계부품 제조업,910610,타임레지스터(time-register)와 타임레코더(time-recorder)
,,,,910690,기타
,,,,910700,타임스위치[시계의 무브먼트(movement)나 동기(同期) 전동기를 갖춘 것으로 한정한다]
2652,시계 제조업,27400,시계 및 시계부품 제조업,910811,기계식 표시부만을 갖춘 것이나 기계식 표시부를 내장할 수 있는 장치를 갖춘 것
,,,,910812,광전자식 표시부만을 갖춘 것
,,,,910819,기타
,,,,910820,자동권(自動捲)식
,,,,910890,기타
,,,,910910,전기구동식
,,,,910990,기타
,,,,911011,완전한 무브먼트(movement)(미조립이나 부분적으로 조립한 것으로 한정한다)(무브먼트세트)
,,,,911012,불완전한 무브먼트(movement)(조립된 것으로 한정한다)
,,,,911019,러프 무브먼트(rough movement)
,,,,911090,기타
2652,시계 제조업,27400,시계 및 시계부품 제조업,911110,귀금속으로 만든 것이나 귀금속을 입힌 금속으로 만든 케이스
3211,보석류 및 관련 물품 제조업,33110,귀금속 및 관련 제품 제조업,911120,비금속(卑金屬)으로 만든 케이스(금이나 은을 도금하였는지에 상관없다)
3212,모조 보석류 및 관련 물품 제조업,33120,모조 귀금속 및 모조 장신용품 제조업,911180,그 밖의 케이스
,,,,911190,부분품
,,,,911220,케이스
,,,,911290,부분품
,,,,911310,귀금속으로 만든 것이나 귀금속을 입힌 금속으로 만든 것
,,,,911320,비금속(卑金屬)으로 만든 것(금이나 은을 도금하였는지에 상관없다)
,,,,911410,스프링(헤어스프링을 포함한다)
,,,,911430,문자판
,,,,911440,지판과 브리지(bridge)
,,,,911490,기타
2910,자동차 제조업,30122,화물자동차 및 특수 목적용 자동차 제조업,870120,세미트레일러(semi-trailer) 견인용 도로주행식 트랙터
2910,자동차 제조업,30121,승용차 및 기타 여객용 자동차 제조업,870210,압축점화식 피스톤 내연기관[디젤이나 세미디젤(semi-diesel)]만을 갖춘 것
,,,,870220,압축점화식 피스톤 내연기관[디젤이나 세미디젤(semi-diesel)]과 추진용 모터로서의 전동기를 둘 다 갖춘 것
,,,,870230,불꽃점화식 왕복 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것
,,,,870240,추진용 전동기만 갖춘 것
,,,,870290,기타
2910,자동차 제조업,30121,승용차 및 기타 여객용 자동차 제조업,870321,"실린더용량이 1,000시시 이하인 것"
,,,,870322,"실린더용량이 1,000시시 초과 1,500시시 이하인 것"
,,,,870323,"실린더용량이 1,500시시 초과 3,000시시 이하인 것"
,,,,870324,"실린더용량이 3,000시시를 초과하는 것"
,,,,870331,"실린더용량이 1,500시시 이하인 것"
,,,,870332,"실린더용량이 1,500시시 초과 2,500시시 이하인 것"
,,,,870333,"실린더용량이 2,500시시를 초과하는 것"
,,,,870340,"그 밖의 차량(불꽃점화식 왕복 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다)"
,,,,870350,"그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것은 제외한다]"
,,,,870360,"그 밖의 차량(불꽃점화식 왕복 피스톤 내연기관과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다)"
,,,,870370,"그 밖의 차량[압축점화식 피스톤 내연기관(디젤이나 세미디젤)과 추진용 모터로서의 전동기를 둘 다 갖춘 것으로서, 외부 전원에 플러그를 꽂아 충전할 수 있는 방식의 것으로 한정한다]"
,,,,870380,그 밖의 차량(추진용 전동기만을 갖춘 것)
,,,,870390,기타
2910,자동차 제조업,30122,화물자동차 및 특수 목적용 자동차 제조업,870421,총중량이 5톤 이하인 것
,,,,870422,총중량이 5톤 초과 20톤 이하인 것
,,,,870423,총중량이 20톤을 초과하는 것
,,,,870431,총중량이 5톤 이하인 것
,,,,870432,총중량이 5톤을 초과하는 것
,,,,870490,기타
2910,자동차 제조업,30122,화물자동차 및 특수 목적용 자동차 제조업,870510,기중기차(crane lorry)
2910,자동차 제조업,30121,승용차 및 기타 여객용 자동차 제조업,870310,"설상(雪上)주행용 차량, 골프용 차와 이와 유사한 차량"
2910,자동차 제조업,30122,화물자동차 및 특수 목적용 자동차 제조업,870520,이동식 시추용 데릭(derrick)차
,,,,870530,소방차
,,,,870540,콘크리트믹서 운반차
,,,,870590,기타
2910,자동차 제조업,30121,승용차 및 기타 여객용 자동차 제조업,870600,엔진을 갖춘 섀시(제8701호부터 제8705호까지의 자동차용으로 한정한다)
,,30122,화물자동차 및 특수 목적용 자동차 제조업,,
2930,자동차용 부품 제조업,30331,자동차용 신품 동력 전달장치 제조업,870810,완충기와 그 부분품
,,30391,자동차용 신품 조향장치 및 현가장치 제조업,870830,제동장치와 그 부분품
,,30392,자동차용 신품 제동 장치 제조업,870840,기어박스와 그 부분품
,,30399,그 외 자동차용 신품 부품 제조업,870850,"차동장치를 갖춘 구동 차축(그 밖의 동력전달장치의 부분품과 구성품을 갖추었는지는 상관없다), 비구동 차축, 그 부분품"
,,30400,자동차 재제조 부품 제조업,870870,로드 휠(road wheel)과 그 부분품ㆍ부속품
,,,,870880,서스펜션 시스템(suspension system)과 그 부분품[쇼크업소버(shock-absorber)를 포함한다]
,,,,870891,방열기와 그 부분품
,,,,870892,"소음기(머플러), 배기관, 그 부분품"
,,,,870893,클러치와 그 부분품
,,,,870894,운전대ㆍ스티어링칼럼(steering column)ㆍ운전박스와 그 부분품
,,,,870895,팽창 시스템을 갖춘 안전 에어백과 그 부분품
,,,,870899,기타
2920,자동차 차체 제조업; 트레일러 및 세미트레일러 제조업,30201,차체 및 특장차 제조업,870710,제8703호의 차량용
,,30202,자동차 구조 및 장치 변경업,870790,기타
2920,자동차 차체 제조업; 트레일러 및 세미트레일러 제조업,30203,트레일러 및 세미트레일러 제조업,860900,"컨테이너(액체운반용 컨테이너를 포함하며, 하나 이상의 운송수단으로 운반할 수 있도록 특별히 설계되거나 구조를 갖춘 것으로 한정한다)"
2920,자동차 차체 제조업; 트레일러 및 세미트레일러 제조업,30203,트레일러 및 세미트레일러 제조업,871610,트레일러와 세미트레일러(이동주택형으로서 주거용과 캠핑용으로 한정한다)
2920,자동차 차체 제조업; 트레일러 및 세미트레일러 제조업,30203,트레일러 및 세미트레일러 제조업,871631,탱커 트레일러(tanker trailer)와 탱커 세미트레일러(tanker semi-trailer)
,,,,871639,기타
,,,,871640,그 밖의 트레일러와 세미트레일러
2930,자동차용 부품 제조업,30320,자동차 차체용 신품 부품 제조업,870821,안전벨트
,,30391,자동차용 신품 조향장치 및 현가장치 제조업,870829,기타
,,30392,자동차용 신품 제동 장치 제조업,,
,,30399,그 외 자동차용 신품 부품 제조업,,
2821,농업 및 임업용 기계 제조업,29210,농업 및 임업용 기계 제조업,871690,부분품
2930,자동차용 부품 제조업,30203,트레일러 및 세미트레일러 제조업,,
3011,선박 및 부유 구조 건조업,31111,강선 건조업,890110,"순항선ㆍ유람선과 이와 유사한 선박(주로 사람 수송용으로 설계된 것으로 한정한다), 각종 페리보트(ferry-boat)"
,,31112,합성수지선 건조업,,
,,31113,기타 선박 건조업,,
3011,선박 및 부유 구조 건조업,31111,강선 건조업,890120,탱커(tanker)
3011,선박 및 부유 구조 건조업,31111,강선 건조업,890130,냉동선(소호 제8901.20호의 것은 제외한다)
3011,선박 및 부유 구조 건조업,31113,기타 선박 건조업,890190,그 밖의 화물선과 화객선
3011,선박 및 부유 구조 건조업,31111,강선 건조업,890200,어선과 어획물의 가공용이나 저장용 선박
3011,선박 및 부유 구조 건조업,31111,강선 건조업,890400,예인선과 푸셔크라프트(pusher craft)
3011,선박 및 부유 구조 건조업,31111,강선 건조업,890610,군함
3011,선박 및 부유 구조 건조업,31113,기타 선박 건조업,890510,준설선
,,,,890590,기타
,,,,890690,기타
3011,선박 및 부유 구조 건조업,31113,기타 선박 건조업,890520,시추대나 작업대(물에 뜨거나 잠길 수 있는 것으로 한정한다)
3011,선박 및 부유 구조 건조업,31113,기타 선박 건조업,890710,인플랫터블(inflatable)식 부교
,,,,890790,기타
3012,오락 및 스포츠용 보트 건조업,31120,오락 및 스포츠용 보트 건조업,890391,범선(보조모터를 부착하였는지에 상관없다)
3012,오락 및 스포츠용 보트 건조업,31120,오락 및 스포츠용 보트 건조업,890310,인플랫터블(inflatable)식
,,,,890392,모터보트[아웃보드 모터보트(outboard motorboat)는 제외한다]
,,,,890399,기타
3020,철도 기관차 및 차량 제조업,31201,기관차 및 기타 철도 차량 제조업,860110,외부 전원으로 주행하는 것
3020,철도 기관차 및 차량 제조업,31201,기관차 및 기타 철도 차량 제조업,860210,디젤 전기기관차
3020,철도 기관차 및 차량 제조업,31201,기관차 및 기타 철도 차량 제조업,860120,축전지로 주행하는 것
,,,,860290,기타
3020,철도 기관차 및 차량 제조업,31201,기관차 및 기타 철도 차량 제조업,860310,외부 전원으로 주행하는 것
,,,,860390,기타
3020,철도 기관차 및 차량 제조업,31201,기관차 및 기타 철도 차량 제조업,860400,철도나 궤도의 유지용이나 보수용 차량[자주식(自走式)의 것인지에 상관없다][예: 공작차(workshop)ㆍ기중기차(crane)ㆍ밸러스트 템퍼(ballast tamper)ㆍ트랙라이너(trackliner)ㆍ검사차ㆍ궤도검사차]
3020,철도 기관차 및 차량 제조업,31201,기관차 및 기타 철도 차량 제조업,860500,"철도용이나 궤도용 객차[자주식(自走式)은 제외한다], 수하물차ㆍ우편차와 그 밖의 철도용이나 궤도용 특수용도차[자주식(自走式)과 제8604호의 것은 제외한다]"
3020,철도 기관차 및 차량 제조업,31201,기관차 및 기타 철도 차량 제조업,860610,탱크차와 이와 유사한 차
,,,,860630,자기양하식(self-discharging) 화차(소호 제8606.10호의 것은 제외한다)
,,,,860691,덮개가 있는 것으로서 밀폐되어 있는 것
,,,,860692,무개차로서 고정된 측면의 높이가 60센티미터를 초과하는 것
,,,,860699,기타
2599,그외 기타 분류안된 금속가공제품 제조업,31202,철도 차량 부품 및 관련 장치물 제조업,860711,구동식 보기(bogie)와 비셀보기(bissel-bogie)
3020,철도 기관차 및 차량 제조업,,,860712,그 밖의 보기(bogie)와 비셀보기(bissel-bogie)
,,,,860719,기타(부분품을 포함한다)
,,,,860721,공기식 제동장치와 그 부분품
,,,,860729,기타
,,,,860730,훅과 그 밖의 연결장치ㆍ완충장치와 이들의 부분품
,,,,860791,기관차용
,,,,860799,기타
2599,그외 기타 분류안된 금속가공제품 제조업,25999,그 외 기타 분류 안된 금속가공제품 제조업,860800,"철도나 궤도선로용 장치물, 철도ㆍ궤도ㆍ도로ㆍ내륙수로ㆍ주차장ㆍ항만ㆍ비행장에서 사용되는 기계식(전기기계식을 포함한다) 신호용ㆍ안전용ㆍ교통관제용 기기, 이들의 부분품"
3020,철도 기관차 및 차량 제조업,,,,
3030,항공우주선 및 관련 기계 제조업,31311,"유인 항공기, 항공 우주선 및 보조장치 제조업",880100,기구ㆍ비행선ㆍ글라이더ㆍ행글라이더와 그 밖의 무동력 항공기
,,31312,무인 항공기 및 무인 비행장치 제조업,,
3030,항공우주선 및 관련 기계 제조업,31311,"유인 항공기, 항공 우주선 및 보조장치 제조업",880211,"자체 중량이 2,000킬로그램 이하인 것"
,,31312,무인 항공기 및 무인 비행장치 제조업,880212,"자체 중량이 2,000킬로그램을 초과하는 것"
3030,항공우주선 및 관련 기계 제조업,31311,"유인 항공기, 항공 우주선 및 보조장치 제조업",880220,"자체 중량이 2,000킬로그램 이하인 비행기와 그 밖의 항공기"
3030,항공우주선 및 관련 기계 제조업,31311,"유인 항공기, 항공 우주선 및 보조장치 제조업",880230,"자체 중량이 2,000킬로그램 초과 15,000킬로그램 이하인 비행기와 그 밖의 항공기"
,,31312,무인 항공기 및 무인 비행장치 제조업,880240,"자체 중량이 15,000킬로그램을 초과하는 비행기와 그 밖의 항공기"
3030,항공우주선 및 관련 기계 제조업,31311,"유인 항공기, 항공 우주선 및 보조장치 제조업",880260,우주선(인공위성을 포함한다)ㆍ서보비틀(suborbital) ㆍ우주선 운반로켓
3030,항공우주선 및 관련 기계 제조업,31322,항공기용 부품 제조업,880310,프로펠러ㆍ로터(rotor)와 이들의 부분품
,,,,880320,기체 지지부와 그 부분품
,,,,880330,비행기나 헬리콥터의 그 밖의 부분품
,,,,880390,기타
3091,모터사이클 제조업,31920,모터사이클 제조업,871110,실린더용량이 50시시 이하인 왕복식 피스톤 내연기관의 것
3091,모터사이클 제조업,31920,모터사이클 제조업,871120,실린더용량이 50시시 초과 250시시 이하인 왕복식 피스톤 내연기관의 것
,,,,871130,실린더용량이 250시시 초과 500시시 이하인 왕복식 피스톤 내연기관의 것
,,,,871140,실린더용량이 500시시 초과 800시시 이하인 왕복식 피스톤 내연기관의 것
,,,,871150,실린더용량이 800시시를 초과하는 왕복식 피스톤 내연기관의 것
3091,모터사이클 제조업,31920,모터사이클 제조업,871190,기타
3092,자전거 및 장애인 차량 제조업,31991,자전거 및 환자용 차량 제조업,871200,모터를 갖추지 않은 이륜자전거와 그 밖의 자전거(배달용 삼륜 자전거를 포함한다)
3092,자전거 및 장애인 차량 제조업,31991,자전거 및 환자용 차량 제조업,871310,기계구동식이 아닌 것
,,,,871390,기타
2816,승강기 및 물품취급 장비 제조업,31999,그 외 기타 달리 분류 되지 않은 운송장비 제조업,871680,그 밖의 차량
3099,그외 기타분류안된 운송 장비 제조업,,,,
3091,모터사이클 제조업,31920,모터사이클 제조업,871410,모터사이클의 것[모페드(moped)의 것을 포함한다]
3092,자전거 및 장애인 차량 제조업,31991,자전거 및 환자용 차량 제조업,871420,신체장애인용 차량의 것
,,,,871491,"프레임과 포크, 이들의 부분품"
,,,,871492,휠 림(wheel rim)과 스포크(spoke)
,,,,871493,"허브(hub)[코스터 브레이킹허브(coaster braking hub)와 허브브레이크(hub brake)는 제외한다], 프리휠(free-wheel) 스프로켓 휠(sprocket-wheel)"
,,,,871494,"브레이크[코스터 브레이킹허브(coaster braking hub)와 허브브레이크(hub brake)를 포함한다], 그 부분품"
,,,,871495,안장
,,,,871496,"페달과 크랭크기어(crankgear), 이들의 부분품"
,,,,871499,기타
4100,건물 건설업,41111,단독 주택 건설업,,
4100,건물 건설업,41112,아파트 건설업,,
4100,건물 건설업,41119,기타 공동 주택 건설업,,
4100,건물 건설업,41122,제조업 및 유사 산업용 건물 건설업,,
4100,건물 건설업,41121,사무·상업용 및 공공 기관용 건물 건설업,,
4100,건물 건설업,41129,기타 비주거용 건물 건설업,,
4210,도로 및 철도 건설업,41221,도로 건설업,,
4210,도로 및 철도 건설업,41222,"교량, 터널 및 철도 건설업",,
4220,공익설비 프로젝트 건설업,41223,"항만, 수로, 댐 및 유사 구조물 건설업",,
4290,기타 토목공학 프로젝트 건설업,41223,"항만, 수로, 댐 및 유사 구조물 건설업",,
4220,공익설비 프로젝트 건설업,41229,기타 토목 시설물 건설업,,
4220,공익설비 프로젝트 건설업,42321,일반 통신 공사업,,
4220,공익설비 프로젝트 건설업,41224,환경설비 건설업,,
4290,기타 토목공학 프로젝트 건설업,42121,토공사업,,
4220,공익설비 프로젝트 건설업,41225,산업 생산시설 종합 건설업,,
4290,기타 토목공학 프로젝트 건설업,41225,산업 생산시설 종합 건설업,,
4290,기타 토목공학 프로젝트 건설업,41229,기타 토목 시설물 건설업,,
4311,철거,42110,건물 및 구축물 해체 공사업,,
4312,기반조성업,42121,토공사업,,
4312,기반조성업,42122,"보링, 그라우팅 및 관정 공사업",,
4220,공익설비 프로젝트 건설업,42122,"보링, 그라우팅 및 관정 공사업",,
4390,기타 전문공사업,42123,파일공사 및 축조관련 기초 공사업,,
4390,기타 전문공사업,42131,철골 및 관련 구조물 공사업,,
4390,기타 전문공사업,42137,비계 및 형틀 공사업,,
4390,기타 전문공사업,42138,"지붕, 내ㆍ외벽 축조 관련 전문공사업",,
,,42139,기타 옥외 시설물 축조 관련 전문공사업,,
4390,기타 전문공사업,42132,콘크리트 및 철근 공사업,,
4390,기타 전문공사업,42492,건물용 금속공작물 설치 공사업,,
4390,기타 전문공사업,42133,조적 및 석공사업,,
4390,기타 전문공사업,42136,수중 공사업,,
4390,기타 전문공사업,42499,그 외 기타 건축 마무리 공사업,,
4321,전기 설치공사업,42312,내부 전기배선 공사업,,
4321,전기 설치공사업,42322,내부 통신배선 공사업,,
3320,공업용 기계 및 장비 설치공사업,42311,일반 전기공사업,,
4321,전기 설치공사업,,,,
4322,"배관, 난방, 공조 설치공사업",42201,배관 및 냉ㆍ난방 공사업,,
4329,기타 건설 설치공사업,42201,배관 및 냉ㆍ난방 공사업,,
4329,기타 건설 설치공사업,42202,건물용 기계·장비 설치 공사업,,
4330,완공 및 마무리 공사업,42202,건물용 기계·장비 설치 공사업,,
4330,완공 및 마무리 공사업,42420,유리 및 창호 공사업,,
4330,완공 및 마무리 공사업,42491,"미장, 타일 및 방수 공사업",,
